Sr.No,Location and Hotel Name,City
12445,Welcom Heritage Bal Samand Lake Palace,Jodhpur
12446,Hotel Shri Ram Excellency,Jodhpur
12447,Yogis Guest House,Jodhpur
12448,Novotel Coralia Ummed,Jodhpur
12449,Welcom Heritage Bal Samand Garden Retreat,Jodhpur
12450,Hotel Karni Kot,Jodhpur
12451,Hotel Ranbanka,Jodhpur
12452,Haveli Guesthouse,Jodhpur
12453,Krishna Prakash Heritage Haveli,Jodhpur
12454,Durag Villas,Jodhpur
12455,Hotel Agarwal Lodge,Jodhpur
12456,Camel Camp,Jodhpur
12457,Hotel Sandhu Palace,Jodhpur
12458,Indrashan Guesthouse,Jodhpur
12459,Gorband Guest House,Jodhpur
12460,Hotel The Ummeid,Jodhpur
12461,Shivam Guest House,Jodhpur
12462,Hotel City Palace,Jodhpur
12463,Surya Kunj Homestay,Jodhpur
12464,Ramariya Guest House,Jodhpur
12465,Hotel Shri Laxmi,Jodhpur
12466,Hotel Inn Season,Jodhpur
12467,Cosy Guest House,Jodhpur
12468,Hotel Sita Palace,Jodhpur
12469,Hotel Chandra Inn,Jodhpur
12470,Hotel Prithvi,Jodhpur
12471,Hotel Guru International,Jodhpur
12472,Durag Niwas Guest House,Jodhpur
12473,Hotel Adarsh Niwas,Jodhpur
12474,Hotel Pokar,Jodhpur
12475,Hotel Saji Sanwri,Jodhpur
12476,Hotel Royal Palace,Jodhpur
12477,Hotel Apex International,Jodhpur
12478,Hotel Centre Point,Jodhpur
12479,Haveli Inn Pal,Jodhpur
12480,Hotel Maharaja Kenya,Jodhpur
12481,Hotel Park Palza,Jodhpur
12482,Posana Court,Jodhpur
12483,Dhillon House,Jodhpur
12484,Vatwani Guest House,Jodhpur
12485,Hotel Ghoomar,Jodhpur
12486,Hotel Polo Heritage,Jodhpur
12487,Hotel Paradise,Jodhpur
12488,Hotel Rajwara Palace,Jodhpur
12489,Bishnoi Village Camp And Resort,Jodhpur
12490,Hotel Ababeel,Jodhpur
12491,Hotel Shanti Bhawan,Jodhpur
12492,Qadri Guest House,Jodhpur
12493,Hotel Arvind,Jodhpur
12494,Hotel Mapple Abhay,Jodhpur
12495,Hotel Ashoka,Jodhpur
12496,Hotel Soner,Jodhpur
12497,Hotel Shivam Palace,Jodhpur
12498,Devi Bhawan,Jodhpur
12499,Hotel Jee Ri Haveli,Jodhpur
12500,Hotel Bombay,Jodhpur
12501,Hotel Sachdeva Excellency,Jodhpur
12502,Tourist Guest House,Jodhpur
12503,Hotel Liliyan Palace,Jodhpur
12504,Hotel High Pointe,Jodhpur
12505,Hotel Marudhar,Jodhpur
12506,Hotel Sunrise,Jodhpur
12507,Hotel Abhay Days,Jodhpur
12508,Hotel Marugarh,Jodhpur
12509,Hotel Rajputana Palace,Jodhpur
12510,Hotel Manu Palace,Jodhpur
12511,Hotel Lake View N Resort,Jodhpur
12512,Hotel Jhalamand Garh,Jodhpur
12513,Hotel Arun,Jodhpur
12514,Hotel Chandrawati Palace,Jodhpur
12515,Hotel Shiva,Jodhpur
12516,Hotel Moti Mahal International,Jodhpur
12517,Fort Khejrala,Jodhpur
12518,Hotel Beniwal Palace,Jodhpur
12519,Hotel Maru Garh,Jodhpur
12520,The Blue House,Jodhpur
12521,Hotel Rawat Vatika,Jodhpur
12522,Hotel Ratnawali,Jodhpur
12523,Hotel The Astoria,Jodhpur
12524,Hotel Madho Niwas,Jodhpur
12525,Chandelao Garh,Jodhpur
12526,Hotel Regent,Jodhpur
12527,Shahi Guest House,Jodhpur
12528,Bhikamkor Fort,Jodhpur
12529,Hotel Priya,Jodhpur
12530,Hotel Ajit Mansion,Jodhpur
12531,Newtons Manor,Jodhpur
12532,Wilderness Camp,Jodhpur
12533,Hotel The Gateway,Jodhpur
12534,Chhotaram Prajapats Homestay,Jodhpur
12535,The Kothi Heritage,Jodhpur
12536,Govind Hotel,Jodhpur
12537,Niralidhani Resort And Hotel,Jodhpur
12538,Pal Haveli,Jodhpur
12539,Residency Palace Hotel,Jodhpur
12540,Jasol Heritage,Jodhpur
12541,Ganesham Guest House,Jodhpur
12542,Mihirgarh,Jodhpur
12543,Hotel Megh Niwas,Jodhpur
12544,Riddhi Siddhi Bhawan,Jodhpur
12545,Hem Guest House,Jodhpur
12546,Takhat Vilas,Jodhpur
12547,Veggi Guest House,Jodhpur
12548,Amar Niwas Guest House,Jodhpur
12549,Shiva Guest House,Jodhpur
12550,Heaven Guest House,Jodhpur
12551,Singhvis Haveli,Jodhpur
12552,Funworld Park Club And Resorts,Jodhpur
12553,Colonels Cottage,Jodhpur
12554,The Marwar Hotel And Gardens,Jodhpur
12555,Ratanada Polo Palace Hotel,Jodhpur
12556,Kuchaman Haveli,Jodhpur
12557,Basant Inn,Jodhpur
12558,Desertscape,Jodhpur
12559,Raman Palace Hotel,Jodhpur
12560,Samsara Luxury Resort And Camp,Jodhpur
12561,Nora Villa Homestay,Jodhpur
12562,Kiran Villas,Jodhpur
12563,Raas Haveli,Jodhpur
12564,Khalsa Guest House,Jodhpur
12565,Hotel Monarch,Jodhpur
12566,The Water Habitat Retreat,Jodhpur
12567,Khaas Bagh,Jodhpur
12568,Royale Plazo Hotel,Jodhpur
12569,Lariya Resort,Jodhpur
12570,Hari Niwas,Jodhpur
12571,Amar Garh Resort,Jodhpur
12572,Hotel Ranibagh,Jodhpur
12573,Meera Inn Deluxe,Kanpur
12574,Hotel Shiv Dyal,Kanpur
12575,Hotel Mandakini Plaza,Kanpur
12576,Hotel Ashoka International,Kanpur
12577,Hotel Mandakini Palace,Kanpur
12578,Hotel The Landmark,Kanpur
12579,Hotel Bliss,Kanpur
12580,Classic Regency,Kanpur
12581,Hotel Geet,Kanpur
12582,Hotel Paradise,Kanpur
12583,Hotel Gaurav,Kanpur
12584,Hotel Vijay Villa,Kanpur
12585,Hotel Kanha Continental,Kanpur
12586,Hotel The Villa,Kanpur
12587,Hotel City Palace,Kanpur
12588,Hotel Mayfair,Kanpur
12589,Hotel Ashok,Kanpur
12590,Hotel Swagat,Kanpur
12591,Hotel Atithi,Kanpur
12592,Hotel Little Chef,Kanpur
12593,Hotel Kesar Palace,Kanpur
12594,Hotel Gagan Plaza,Kanpur
12595,Hotel Mahadeva Regency,Kanpur
12596,Hotel Mandakini,Kanpur
12597,Hotel Samridhi Palace,Kanpur
12598,Hotel Ganga,Kanpur
12599,Hotel Raja Seth Palace,Kanpur
12600,Hotel Deep Mayur,Kanpur
12601,Hotel Celebration,Kanpur
12602,Amantran Hotels,Kanpur
12603,Abhinandan Hotel,Kanpur
12604,Jagat Hotel,Kanpur
12605,Pandit Hotel,Kanpur
12606,Akash Deep International,Kanpur
12607,Allauddin Ziauddin Hotel,Kanpur
12608,Ashoka Hotel,Kanpur
12609,Atiq Hotel,Kanpur
12610,Central Hotel,Kanpur
12611,Hotel Deep,Kanpur
12612,Hotel Kailash,Kanpur
12613,Hotel Kishori,Kanpur
12614,Aashirwad Hotel,Kanpur
12615,Royal Indian Hotel,Kanpur
12616,Sarika Hotel,Kanpur
12617,Station View Hotel,Kanpur
12618,K D Palace,Kanpur
12619,Kanpur Deluxe,Kanpur
12620,Shagun Hotel,Kanpur
12621,Shubh Lodge,Kanpur
12622,Sheesh Mahal Hotel,Kanpur
12623,Hotel Suchita,Kanpur
12624,Status Club Hotel,Kanpur
12625,Manoj International Hotel,Kanpur
12626,Citi Club,Kanpur
12627,Hotel Manglam,Kanpur
12628,Hotel Mansingh Kalyan,Kanpur
12629,Hotel Natraj,Kanpur
12630,Hotel Poonam,Kanpur
12631,Hotel Prabhat,Kanpur
12632,Hotel Raj Mahal,Kanpur
12633,Hotel Sarika,Kanpur
12634,Hotel Shivoy,Kanpur
12635,Hotel Sidhlok,Kanpur
12636,Hotel Vaish,Kanpur
12637,Hotel Vaishali,Kanpur
12638,Hotel Vishram,Kanpur
12639,Jawahar Hotel,Kanpur
12640,Navbharat Hotel,Kanpur
12641,Orient Hotel,Kanpur
12642,Vivek Hotel,Kanpur
12643,Yatrik Hotel,Kanpur
12644,Celebration Van Vilas,Kanpur
12645,Hotel Singaar International,Kanyakumari
12646,Hotel Gopi Nivas,Kanyakumari
12647,Hotel Seaface,Kanyakumari
12648,Indien Hermitage,Kanyakumari
12649,Hotel Tri Sea,Kanyakumari
12650,Sparsa Resort,Kanyakumari
12651,Hotel Tamilnadu,Kanyakumari
12652,Hotel Maadhini,Kanyakumari
12653,Meenachi Bhavan,Kanyakumari
12654,Hotel Maris International,Kanyakumari
12655,Manickam Tourist Home,Kanyakumari
12656,Hotel Samudra,Kanyakumari
12657,Hotel New Cape,Kanyakumari
12658,Sankars Guest House,Kanyakumari
12659,Triveni Tourist Home,Kanyakumari
12660,Hotel Sivas Residency,Kanyakumari
12661,Hotel Kanya Residency,Kanyakumari
12662,SivaMurugan Lodging,Kanyakumari
12663,Kerala Guest House,Kanyakumari
12664,Hotel Sea Land,Kanyakumari
12665,Hotel Jars,Kanyakumari
12666,Hotel Parvathi International,Kanyakumari
12667,Hotel Sangam,Kanyakumari
12668,Hotel Green Palace,Kanyakumari
12669,Hotel Sun World,Kanyakumari
12670,Parvathi Residency,Kanyakumari
12671,Hotel Park,Kanyakumari
12672,Hotel Cape Residency,Kanyakumari
12673,Sea View Residency,Kanyakumari
12674,Nageshwari Tourist Home,Kanyakumari
12675,Lakshmi Tourist Home,Kanyakumari
12676,Hotel Narmada,Kanyakumari
12677,Seaface Hotel,Kanyakumari
12678,Melody Park Hotel,Kanyakumari
12679,Sri Krishna Inn Hotel,Kanyakumari
12680,Shree Bhagavathi Lodge,Kanyakumari
12681,Sebaa Palace,Kanyakumari
12682,Pioneer Paradise,Kanyakumari
12683,Ave Beach Resort,Kanyakumari
12684,Culcutta Hotel,Kanyakumari
12685,Vijayetha Hotel,Kanyakumari
12686,KMVN Tourist Bungalow,Kathgodam
12687,Fiesta Hotel,Kathgodam
12688,Hotel Relaxinn,Kathgodam
12689,Hotel Nagpal Towers,Kathgodam
12690,Hotel Chandela,Khajuraho
12691,Hotel Jhankar,Khajuraho
12692,Hotel Radisson,Khajuraho
12693,Hotel Siddharth,Khajuraho
12694,Hotel Clarks,Khajuraho
12695,Hotel Payal,Khajuraho
12696,Hotel Surya,Khajuraho
12697,Hotel Gem Palace,Khajuraho
12698,Hotel Grand Temple View,Khajuraho
12699,Hotel Ramada,Khajuraho
12700,Hotel Casa Di William,Khajuraho
12701,Hotel GW Greenwood,Khajuraho
12702,Hotel Holiday Inn,Khajuraho
12703,Hotel Zen,Khajuraho
12704,Hotel Harmony,Khajuraho
12705,Uma Club N Resorts,Khajuraho
12706,Hotel Lakeside,Khajuraho
12707,Hotel Usha Bundela,Khajuraho
12708,Hotel Krishna Jungle Resort,Khajuraho
12709,Hotel Green House,Khajuraho
12710,The Lalit Temple View,Khajuraho
12711,Hotel Marble Palace,Khajuraho
12712,Eurostar Inn,Khajuraho
12713,Hotel Isabel Palace,Khajuraho
12714,Hotel Yogi Lodge,Khajuraho
12715,Hotel Victor Palace,Kolhapur
12716,Hotel Vrishali Executive,Kolhapur
12717,Hotel Ayodhya,Kolhapur
12718,Hotel Maratha Regency,Kolhapur
12719,Hotel Woodland,Kolhapur
12720,Hotel Tourist,Kolhapur
12721,Hotel Green Land,Kolhapur
12722,Hotel Rajpurush,Kolhapur
12723,Hotel Shalini Palace,Kolhapur
12724,Hotel Opal,Kolhapur
12725,Rajat Executive,Kolhapur
12726,Hotel vijayraj,Kolhapur
12727,Hotel Wamans Orient Crown,Kolhapur
12728,Hotel Panchshil,Kolhapur
12729,Hotel Opeal,Kolhapur
12730,MTDC Holiday resort Gaganbavada,Kolhapur
12731,Hotel Pearl,Kolhapur
12732,Hotel Raj,Kolhapur
12733,Hotel Raysons Regency,Kolhapur
12734,Hotel Pavillion,Kolhapur
12735,Hotel Ambassador,Kolhapur
12736,Hotel International,Kolhapur
12737,Hotel Atria,Kolhapur
12738,Hotel Mtdc Holiday Resort Panhala,Kolhapur
12739,Hotel Lishan,Kolhapur
12740,Hotel Samrat,Kolhapur
12741,Hotel Trishna,Kolhapur
12742,Hotel Hornbill Deluxe Hill Resort,Kolhapur
12743,Hotel The Amba Resort,Kolhapur
12744,Hotel Vishwa,Kolhapur
12745,Hotel Vrindavan Deluxe,Kolhapur
12746,Hotel Aashish,Kolhapur
12747,Hotel Haripriya Grand,Kolhapur
12748,Hotel Mera,Kolhapur
12749,Hotel Panchganga,Kolhapur
12750,Hotel Valley View Grand,Kolhapur
12751,Skylark Business Hotel,Kolhapur
12752,Vanashree Holiday Resort,Kolhapur
12753,Heritage Resort,Kolhapur
12754,Vedic Village Resort,Kolkata
12755,Best Inn,Kolkata
12756,Hotel Taj Bengal,Kolkata
12757,Peerless Inn,Kolkata
12758,Hotel Lindsay,Kolkata
12759,Hotel Golden Park,Kolkata
12760,Hotel Landmark,Kolkata
12761,Hotel Heera International,Kolkata
12762,ITC Sonar,Kolkata
12763,Hotel Rupasi Bangla,Kolkata
12764,Hotel Lytton,Kolkata
12765,Hotel Avenue Club,Kolkata
12766,International Tower,Kolkata
12767,Hotel Paramount,Kolkata
12768,Air View Lodge,Kolkata
12769,Hotel Dee Empresa,Kolkata
12770,Hotel Himalay,Kolkata
12771,Hotel Camac Plaza,Kolkata
12772,Middleton Inn,Kolkata
12773,Airways Lodge,Kolkata
12774,Hotel Astor,Kolkata
12775,Hotel Pearl,Kolkata
12776,Allenby Inn,Kolkata
12777,Hotel Astoria,Kolkata
12778,Hotel Princess,Kolkata
12779,Hotel VIP International,Kolkata
12780,Hotel Komal Vilas,Kolkata
12781,Shree Guest House,Kolkata
12782,Mansukh Guest House,Kolkata
12783,Oberoi Grand,Kolkata
12784,Mrinalini Lodge,Kolkata
12785,Hotel Bliss,Kolkata
12786,Saroj Deep,Kolkata
12787,Omar Hotel N Resort,Kolkata
12788,Hotel Sismo,Kolkata
12789,Hotel Housez 43,Kolkata
12790,Hotel Inox International,Kolkata
12791,Bodhi Tree Guest House,Kolkata
12792,Hotel Stadel,Kolkata
12793,Hotel Executive Tower,Kolkata
12794,Hotel Timestar,Kolkata
12795,Hotel King Crown,Kolkata
12796,Hotel Mangalam,Kolkata
12797,Hotel Swagath,Kolkata
12798,Hotel Green View,Kolkata
12799,Big Boss Palace,Kolkata
12800,Hotel Senator,Kolkata
12801,Hotel Executive Point,Kolkata
12802,Hotel Depak,Kolkata
12803,Hotel Minerva,Kolkata
12804,Hotel Seahawk,Kolkata
12805,Bengal Guest House,Kolkata
12806,Alankar Guest House,Kolkata
12807,Hotel Heritage,Kolkata
12808,Aquatic Palace,Kolkata
12809,Presidency Inn,Kolkata
12810,Hotel Artland,Kolkata
12811,Hotel Capella,Kolkata
12812,Hotel Trimoorti,Kolkata
12813,Sharani Lodge,Kolkata
12814,Hotel Pallavi International,Kolkata
12815,Hotel Host International,Kolkata
12816,Hotel Kenilworth,Kolkata
12817,Marble Palace Guest House,Kolkata
12818,Hotel Oriental,Kolkata
12819,Hotel Floatel,Kolkata
12820,Hotel North Star,Kolkata
12821,Hotel Hindusthan International,Kolkata
12822,Hotel Crystal,Kolkata
12823,Hotel Bengal Inn,Kolkata
12824,Hotel Samilton,Kolkata
12825,Hotel Aafreen Plaza,Kolkata
12826,Hotel Wellesley,Kolkata
12827,Hotel Downtown,Kolkata
12828,Hotel Shila International,Kolkata
12829,Hotel Great Eastern,Kolkata
12830,Astana Inn,Kolkata
12831,Hotel Rushabh Home,Kolkata
12832,Hotel Rutt Deen,Kolkata
12833,Hotel IndiSmart,Kolkata
12834,Hotel Roland,Kolkata
12835,Hotel Cinderlla,Kolkata
12836,Hotel Beeu,Kolkata
12837,Hotel Majestic,Kolkata
12838,Hotel Regal,Kolkata
12839,Hotel Pushpak International,Kolkata
12840,Tip Top Guest House,Kolkata
12841,Hyatt Regency,Kolkata
12842,Hotel Aston,Kolkata
12843,Hotel Homely Raj,Kolkata
12844,Hotel Anandamayee,Kolkata
12845,Hotel Gardenia,Kolkata
12846,Hotel Shalimar,Kolkata
12847,Hotel Seagull,Kolkata
12848,Hotel Majestic International,Kolkata
12849,Hotel Embassy,Kolkata
12850,Golden Inn,Kolkata
12851,Green Inn,Kolkata
12852,Heera Holiday Inn,Kolkata
12853,Hotel Mayfair N Savera,Kolkata
12854,Hotel New Central,Kolkata
12855,Jayshree Inn,Kolkata
12856,Hotel Fairlawn,Kolkata
12857,Tiger Inn,Kolkata
12858,Chandras Guest House,Kolkata
12859,Tollygunge Club,Kolkata
12860,Hotel Sree Durga,Kolkata
12861,Hotel Sourya Continental,Kolkata
12862,Hotel Fortune Park Panchwati,Kolkata
12863,Hotel Royal Garden,Kolkata
12864,Hotel Broadway,Kolkata
12865,Splendour Resort,Kolkata
12866,Hotel Park Palace,Kolkata
12867,Hotel City Heart,Kolkata
12868,Hotel Akash Ganga,Kolkata
12869,Hotel Holiday Home,Kolkata
12870,Hotel Ruby,Kolkata
12871,Hotel Jagannath,Kolkata
12872,Kolkata Guest House,Kolkata
12873,Hotel Victerrace,Kolkata
12874,Hotel Airline,Kolkata
12875,Hotel Narayani Enclave,Kolkata
12876,Hotel Gulshan International,Kolkata
12877,Hotel East Palace,Kolkata
12878,Ratnakar Inn,Kolkata
12879,Hotel South Calcutta,Kolkata
12880,Hotel Aayash,Kolkata
12881,Hotel Omaira,Kolkata
12882,Hotel Eagle,Kolkata
12883,Hotel Jaapon,Kolkata
12884,ella Vista,Kolkata
12885,Byepass Swimming N Resorts,Kolkata
12886,Duhita Guest House,Kolkata
12887,Hotel Mini,Kolkata
12888,Hotel Neeranand,Kolkata
12889,Hotel Diplomat,Kolkata
12890,Hotel The Park,Kolkata
12891,Regent Guest House,Kolkata
12892,Hotel Rituraj,Kolkata
12893,Hotel Circular,Kolkata
12894,Hotel Tristar,Kolkata
12895,Hotel Shilton,Kolkata
12896,Comfort Inn,Kolkata
12897,Hotel Pan Asia Continental,Kolkata
12898,Hotel Viceroy,Kolkata
12899,Hotel Akash Deep,Kolkata
12900,Hotel Harry,Kolkata
12901,Hotel Royal,Kolkata
12902,Salasar Guest,Kolkata
12903,Hotel Venkateswara,Kolkata
12904,Hotel Paradise International,Kolkata
12905,Hotel Chrome,Kolkata
12906,Capital Guest House,Kolkata
12907,Hotel Clark Inn,Kolkata
12908,Hotel Plaza,Kolkata
12909,Hotel Peniguin,Kolkata
12910,Hotel Sojourn,Kolkata
12911,Sremon Guest House,Kolkata
12912,Best Western Premier Vedic Village,Kolkata
12913,Bawa Walson,Kolkata
12914,Swissotel,Kolkata
12915,Saptarshi Hotel,Kolkata
12916,Mirchi Bite Service Apartment,Kolkata
12917,Siddharth Hotel,Kolkata
12918,The Hhi,Kolkata
12919,Hotel Golden Parkk,Kolkata
12920,Live In Service Apartment,Kolkata
12921,Hotel Coral Residency,Kolkata
12922,Casa Salt Lake,Kolkata
12923,Shivangan Hotel And Banquet,Kolkata
12924,Hotel Kempton,Kolkata
12925,Balaji Inn,Kolkata
12926,Fortune Select Loudon,Kolkata
12927,Southern Plaza,Kolkata
12928,Ibiza Resort,Kolkata
12929,1 Lovelock,Kolkata
12930,Bawa Walson Spa O Tel,Kolkata
12931,The Sonnet,Kolkata
12932,Mayur Residency,Kolkata
12933,Hotel Sudesh Tower,Kolkata
12934,Rainey Court Residency,Kolkata
12935,Best Western Premier Vedic Village Spa Resort,Kolkata
12936,Hotel Park Inn,Kolkata
12937,Hotel Heera,Kolkata
12938,Trans Aid,Kolkata
12939,Hotel Sunshine,Kolkata
12940,Hotel Siesta Guest House Block Ac 31,Kolkata
12941,The Ffort Raichak,Kolkata
12942,Thara Mahal,Kolkata
12943,Hotel Panasia International,Kolkata
12944,D K International Hotel,Kolkata
12945,Ganga Kutir,Kolkata
12946,Hotel Novelty,Kolkata
12947,The Howrah Hotel,Kolkata
12948,The Mark,Kolkata
12949,Next Generation Guesthouse,Kolkata
12950,Palm Village Resort,Kolkata
12951,Sunderban Tiger Camp,Kolkata
12952,Nips Service Apartment,Kolkata
12953,Denzong Inn,Kolkata
12954,Amrit National Hotel,Kolkata
12955,Casa Salt Lake Fe Block,Kolkata
12956,O2 Hotel,Kolkata
12957,The Oberoi Grand,Kolkata
12958,Hotel Penguin,Kolkata
12959,Hotel Biman Private Limited,Kolkata
12960,Flavours Inn,Kolkata
12961,Hotel Lee International,Kolkata
12962,Metro Pole,Kolkata
12963,The Westin,Kolkata
12964,Hotel Sandy Bay,Kolkata
12965,Dolphin Hotel,Kolkata
12966,Hotel Hindustan International,Kolkata
12967,A V Hotels Pvt Ltd,Kolkata
12968,The Ashoka Hotel,Kolkata
12969,Hotel Vip Continental,Kolkata
12970,Lindsay Hotel,Kolkata
12971,Centre Point Guest House,Kolkata
12972,Hotel Afsha,Kolkata
12973,The Corporate,Kolkata
12974,Hotel Crestwood,Kolkata
12975,Chowringhee Hotel And Restaurant,Kolkata
12976,Hotel East End,Kolkata
12977,Samanta Rest Point,Kolkata
12978,Hotel Ananda Bhawan,Kolkata
12979,Hotel Hiland,Kolkata
12980,Hotel Rock Star,Kolkata
12981,Hotel Victerrace International,Kolkata
12982,Hotel Airport Plaza,Kolkata
12983,Marrina Hotel,Kolkata
12984,Neelam Hotel,Kolkata
12985,Modern Lodge,Kolkata
12986,Paragon Hotel,Kolkata
12987,Tourist Inn,Kolkata
12988,Sunderban Tiger Safari,Kolkata
12989,Vivada Cruises,Kolkata
12990,Bhammars Inn,Kolkata
12991,Sunrise Inn,Kolkata
12992,Hotel Shivam,Kolkata
12993,Waylink Guest House And Banquet,Kolkata
12994,Fancy International Hotel,Kolkata
12995,The Stay,Kolkata
12996,Hotel Diamond Suites,Kolkata
12997,East West Hotel,Kolkata
12998,Rose Valley,Kolkata
12999,Elite Hotel,Kolkata
13000,Al Ayla Hotel,Kolkata
13001,Eagle Palace Hotel,Kolkata
13002,Gypsy Restaurant And Guest House,Kolkata
13003,Vivada River Cruise,Kolkata
13004,Southend Park Guest House,Kolkata
13005,Check In Check Out,Kolkata
13006,Gujral Guest House,Kolkata
13007,Galaxy Hotel,Kolkata
13008,Hilson Hotel,Kolkata
13009,Maria Hotel,Kolkata
13010,Sapphire Suites,Kolkata
13011,Kadavu Resorts,Kozhikode
13012,Hotel Beach Heritage Inn,Kozhikode
13013,NC Garden N Beach Resorts,Kozhikode
13014,Hotel Calicut Towers,Kozhikode
13015,Hotel The Gateway Beach Road,Kozhikode
13016,Hotel Malabar Palace,Kozhikode
13017,Hotel Span,Kozhikode
13018,Hotel Sea Queen,Kozhikode
13019,Hotel Beach,Kozhikode
13020,Hotel Burnside Bungalow,Kozhikode
13021,Hotel Maharani,Kozhikode
13022,Hotel Thushara International,Kozhikode
13023,Hotel Maria,Kozhikode
13024,Hotel Amrutha,Kozhikode
13025,Metro Tourist Home,Kozhikode
13026,Sourabham Homestay,Kozhikode
13027,East Avenue Suites,Kozhikode
13028,New Residency Park,Kozhikode
13029,Hotel Malabar Mansion,Kozhikode
13030,Hotel Sasthapur,Kozhikode
13031,Chamundeshwari Tourist Home,Kozhikode
13032,Hotel Malabar Gate,Kozhikode
13033,Aripara River Resort,Kozhikode
13034,Hotel Sajina,Kozhikode
13035,Hotel Asma Tower,Kozhikode
13036,Arora Tourist Home,Kozhikode
13037,Good Land Homestay,Kozhikode
13038,Hotel Hyson Heritage,Kozhikode
13039,Hotel Sasthapuri,Kozhikode
13040,Hotel Tasara Centre for Creative Weaving,Kozhikode
13041,Hotel Gayathri International,Kozhikode
13042,Hotel Hill View Valley Nature Resorts,Kozhikode
13043,Hotel Motel Aaram,Kozhikode
13044,Hotel Marina Residency,Kozhikode
13045,Hotel De Grand,Kozhikode
13046,Hotel Khaleej Residency,Kozhikode
13047,Hotel Whitelines,Kozhikode
13048,Hotel Aquarius Cottage,Kozhikode
13049,Hotel The North Park,Kozhikode
13050,Hotel Park Residency Ramanatukara,Kozhikode
13051,Hotel Select Residency,Kozhikode
13052,Hotel White Castle Residency,Kozhikode
13053,Hotel Shangri Laa Resort,Kozhikode
13054,Hotel Harivihar Heritage Homestead,Kozhikode
13055,Hotel Kasa Marina,Kozhikode
13056,Hotel Kalpaka Tourist Home,Kozhikode
13057,Hotel Riverside Retreat,Kozhikode
13058,Hotel Marwa Palace,Kozhikode
13059,Hotel Kovilakam Residency,Kozhikode
13060,Hotel Alakapuri,Kozhikode
13061,Hotel Aradhana Tourist Home,Kozhikode
13062,Hotel Calicut Gate,Kozhikode
13063,Hotel West Way,Kozhikode
13064,Hotel Royal Palace,Kozhikode
13065,Hotel Delma Tourist Home,Kozhikode
13066,Hotel Diplomat,Kozhikode
13067,Hotel Hibra,Kozhikode
13068,Tamarind Ktdc Easy Hotel,Kozhikode
13069,Hotel Gokulam,Kozhikode
13070,Hotel Fortune,Kozhikode
13071,Hotel Kappad Beach House,Kozhikode
13072,Hotel Metro Tower,Kozhikode
13073,Hotel Nalanda,Kozhikode
13074,Hotel Nck Tourist Home,Kozhikode
13075,Hotel Yatri Nivas,Kozhikode
13076,Apple Valley Resort,Kullu
13077,Hotel Evergreen,Kullu
13078,Hotel Krishna Palace,Kullu
13079,Hotel Snow Princess,Kullu
13080,Hotel Sidhartha,Kullu
13081,Hotel Kullu Valley,Kullu
13082,Chevron Valley View,Kullu
13083,Hotel The Sarvari,Kullu
13084,Hotel Shobla International ,Kullu
13085,Hotel Aroma Classic,Kullu
13086,Hotel Chelsea,Kullu
13087,Hotel Vikrant,Kullu
13088,Forest Rest House,Kullu
13089,Hotel Ramneek,Kullu
13090,Hotel Naman,Kullu
13091,Hotel Vaishali,Kullu
13092,Hotel Trans Shiva,Kullu
13093,Hotel Aaditya,Kullu
13094,Sandhya Palace,Kullu
13095,Hotel Valley View,Kullu
13096,Hotel Sandhya Kasol,Kullu
13097,Hotel Nest,Kullu
13098,Hotel Silvermoon,Kullu
13099,Hotel Neer Tarang,Kullu
13100,Hotel Dev Gan Home Stay,Kullu
13101,Hotel Simsa Home Stay,Kullu
13102,Hotel Shiringa Vatika Home Stay,Kullu
13103,Hotel Rajan Niwas,Kullu
13104,Hotel Countryside Inn And Cottage,Kullu
13105,Hotel Solace Retreat,Kullu
13106,Hotel Upadhyay Cottages,Kullu
13107,Hotel Tree House Cottages,Kullu
13108,Hotel Neeralaya Resort,Kullu
13109,Hotel The Village Cottage,Kullu
13110,Hotel Down Town,Kullu
13111,Hotel Alpine Home Stay,Kullu
13112,Hotel Wood Chime Home Stay,Kullu
13113,Hotel The Prabhat Home Stay,Kullu
13114,Hotel The Trithan Homestay,Kullu
13115,Hotel Doli Guest House,Kullu
13116,Hotel Chandra Home Stay,Kullu
13117,Hotel Sagar Home Stay,Kullu
13118,Hotel Pappu Home Stay,Kullu
13119,Hotel Ashoka Home Stay,Kullu
13120,Hotel Sharada Home Stay,Kullu
13121,Hotel Anjli Home Stay,Kullu
13122,Hotel Seri Bangla Home Stay,Kullu
13123,Hotel Himalayan Chalet Home Stay,Kullu
13124,Hotel Sachins Home,Kullu
13125,Hotel New Holiday Cottage,Kullu
13126,Hotel Castle,Kullu
13127,Hotel Empire,Kullu
13128,Hotel Sangam,Kullu
13129,Hotel Silmog Garden,Kullu
13130,Hotel Manas Lodge,Latur
13131,Hotel Om Sai,Latur
13132,Mayura Lodge And Residency,Latur
13133,Hotel B K,Latur
13134,Indraprastha Executive,Latur
13135,New Paragon Hotel,Latur
13136,Hotel Anjni International,Latur
13137,Hotel Nanda,Ludhiana
13138,Welcomeheritage Kikar Lodge,Ludhiana
13139,Hotel Majestic Park Plaza,Ludhiana
13140,Hotel Imperial Executive,Ludhiana
13141,Hotel Ginger,Ludhiana
13142,Hotel Embassy,Ludhiana
13143,Hotel Surya,Ludhiana
13144,Hotel Chevron International,Ludhiana
